pt60	App2_pt60_culture_357147_reads_nh_0.2_R1.fq.gz	App2_pt60_culture_357147_reads_nh_0.2_R2.fq.gz
pt61	App2_pt61_culture_357148_reads_nh_0.2_R1.fq.gz	App2_pt61_culture_357148_reads_nh_0.2_R2.fq.gz
